ASK RESULTS,,,,,,,
219,TN: 173 Ask: Verb:www.IntSciEng.org,TN: 167 Ask: Verb:www.IntSciEng.org,TN: 162 Ask: Verb:www.IntSciEng.org,TN: 169 Ask: Verb:www.IntSciEng.org,TN: 169 Ask: Verb:www.IntSciEng.org,TN: 169 Ask: Verb:www.IntSciEng.org,TN: 169 Ask: Verb:www.IntSciEng.org
220,TN: 174 Ask: Verb:flat/rm,TN: 168 Ask: Verb:flat/rm,TN: 163 Ask: Verb:flat/rm,TN: 170 Ask: Verb:flat/rm,TN: 170 Ask: Verb:flat/rm,TN: 170 Ask: Verb:flat/rm,TN: 170 Ask: Verb:flat/rm
221,TN: 175 Ask: Verb:email,TN: 169 Ask: Verb:email,TN: 164 Ask: Verb:email,TN: 171 Ask: Verb:email,TN: 171 Ask: Verb:email,TN: 171 Ask: Verb:email,TN: 171 Ask: Verb:email
222,TN: 176 Ask: Verb:confcommittee@IntSciEng.org,TN: 170 Ask: Verb:confcommittee@IntSciEng.org,TN: 165 Ask: Verb:confcommittee@IntSciEng.org,TN: 172 Ask: Verb:confcommittee@IntSciEng.org,TN: 172 Ask: Verb:confcommittee@IntSciEng.org,TN: 172 Ask: Verb:confcommittee@IntSciEng.org,TN: 172 Ask: Verb:confcommittee@IntSciEng.org
223,TN: 177 Ask: Verb:tel,TN: 171 Ask: Verb:tel,TN: 166 Ask: Verb:tel,TN: 173 Ask: Verb:tel,TN: 173 Ask: Verb:tel,TN: 173 Ask: Verb:tel,TN: 173 Ask: Verb:tel
224,TN: 178 Ask: Verb:-4999939,TN: 172 Ask: Verb:-4999939,TN: 167 Ask: Verb:-4999939,TN: 174 Ask: Verb:-4999939,TN: 174 Ask: Verb:-4999939,TN: 174 Ask: Verb:-4999939,TN: 174 Ask: Verb:-4999939
225,TN: 179 Ask: Verb:break,TN: 173 Ask: Verb:break,TN: 168 Ask: Verb:break,TN: 175 Ask: Verb:break,TN: 175 Ask: Verb:break,TN: 175 Ask: Verb:break,TN: 175 Ask: Verb:break
226,TN: 180 Ask: Verb:hack,TN: 174 Ask: Verb:hack,TN: 169 Ask: Verb:hack,TN: 176 Ask: Verb:hack,TN: 176 Ask: Verb:hack,TN: 176 Ask: Verb:hack,TN: 176 Ask: Verb:hack
227,TN: 181 Ask: Verb:checking,TN: 175 Ask: Verb:checking,TN: 170 Ask: Verb:checking,TN: 177 Ask: Verb:checking,TN: 177 Ask: Verb:checking,TN: 177 Ask: Verb:checking,TN: 177 Ask: Verb:checking
228,TN: 182 Ask: Verb:are,TN: 176 Ask: Verb:are,TN: 171 Ask: Verb:are,TN: 178 Ask: Verb:are,TN: 178 Ask: Verb:are,TN: 178 Ask: Verb:are,TN: 178 Ask: Verb:are
229,FN: 41 Ask: Verb:give,TP: 6 Ask:GIVE Verb:give,TP: 24 Ask:GIVE Verb:give,TP: 21 Ask:GIVE Verb:give,TP: 22 Ask:GIVE Verb:give,TP: 22 Ask:GIVE Verb:give,TP: 22 Ask:GIVE Verb:give
230,TP: 3 Ask:PERFORM Verb:do,FN: 33 Ask: Verb:do,FN: 20 Ask: Verb:do,FN: 23 Ask: Verb:do,FN: 22 Ask: Verb:do,FN: 22 Ask: Verb:do,FN: 22 Ask: Verb:do
231,TN: 183 Ask: Verb:owners,TN: 177 Ask: Verb:owners,TN: 172 Ask: Verb:owners,TN: 179 Ask: Verb:owners,TN: 179 Ask: Verb:owners,TN: 179 Ask: Verb:owners,TN: 179 Ask: Verb:owners
232,TN: 184 Ask: Verb:therapy,TN: 178 Ask: Verb:therapy,TN: 173 Ask: Verb:therapy,TN: 180 Ask: Verb:therapy,TN: 180 Ask: Verb:therapy,TN: 180 Ask: Verb:therapy,TN: 180 Ask: Verb:therapy
233,TN: 185 Ask: Verb:brought,FP: 16 Ask:PERFORM Verb:brought,FP: 16 Ask:PERFORM Verb:brought,TN: 181 Ask: Verb:brought,TN: 181 Ask: Verb:brought,TN: 181 Ask: Verb:brought,TN: 181 Ask: Verb:brought
234,TN: 186 Ask: Verb:is,TN: 179 Ask: Verb:is,TN: 174 Ask: Verb:is,TN: 182 Ask: Verb:is,TN: 182 Ask: Verb:is,TN: 182 Ask: Verb:is,TN: 182 Ask: Verb:is
235,TN: 187 Ask: Verb:DogsAreFun,TN: 180 Ask: Verb:DogsAreFun,TN: 175 Ask: Verb:DogsAreFun,TN: 183 Ask: Verb:DogsAreFun,TN: 183 Ask: Verb:DogsAreFun,TN: 183 Ask: Verb:DogsAreFun,TN: 183 Ask: Verb:DogsAreFun
236,TN: 188 Ask: Verb:august,TN: 181 Ask: Verb:august,TN: 176 Ask: Verb:august,TN: 184 Ask: Verb:august,TN: 184 Ask: Verb:august,TN: 184 Ask: Verb:august,TN: 184 Ask: Verb:august
237,FN: 42 Ask: Verb:forward,FN: 34 Ask: Verb:forward,FN: 21 Ask: Verb:forward,FN: 24 Ask: Verb:forward,FN: 23 Ask: Verb:forward,FN: 23 Ask: Verb:forward,FN: 23 Ask: Verb:forward
238,TN: 189 Ask: Verb:received,TN: 182 Ask: Verb:received,FP: 17 Ask:PERFORM Verb:received,TN: 185 Ask: Verb:received,TN: 185 Ask: Verb:received,TN: 185 Ask: Verb:received,TN: 185 Ask: Verb:received
239,TN: 190 Ask: Verb:policy,TN: 183 Ask: Verb:policy,TN: 177 Ask: Verb:policy,TN: 186 Ask: Verb:policy,TN: 186 Ask: Verb:policy,TN: 186 Ask: Verb:policy,TN: 186 Ask: Verb:policy
240,TN: 191 Ask: Verb:|,TN: 184 Ask: Verb:|,TN: 178 Ask: Verb:|,TN: 187 Ask: Verb:|,TN: 187 Ask: Verb:|,TN: 187 Ask: Verb:|,TN: 187 Ask: Verb:|
241,FN: 43 Ask: Verb:unsubscribe,FN: 35 Ask: Verb:unsubscribe,FN: 22 Ask: Verb:unsubscribe,FN: 25 Ask: Verb:unsubscribe,FN: 24 Ask: Verb:unsubscribe,FN: 24 Ask: Verb:unsubscribe,FN: 24 Ask: Verb:unsubscribe
242,FN: 44 Ask: Verb:view,TP: 7 Ask:PERFORM Verb:view,TP: 25 Ask:PERFORM Verb:view,TP: 22 Ask:PERFORM Verb:view,TP: 23 Ask:PERFORM Verb:view,TP: 23 Ask:PERFORM Verb:view,TP: 23 Ask:PERFORM Verb:view
243,TN: 192 Ask: Verb:reserved,TN: 185 Ask: Verb:reserved,TN: 179 Ask: Verb:reserved,TN: 188 Ask: Verb:reserved,TN: 188 Ask: Verb:reserved,TN: 188 Ask: Verb:reserved,TN: 188 Ask: Verb:reserved
244,TN: 193 Ask: Verb:©,TN: 186 Ask: Verb:©,TN: 180 Ask: Verb:©,TN: 189 Ask: Verb:©,TN: 189 Ask: Verb:©,TN: 189 Ask: Verb:©,TN: 189 Ask: Verb:©
245,TN: 194 Ask: Verb:media,TN: 187 Ask: Verb:media,TN: 181 Ask: Verb:media,TN: 190 Ask: Verb:media,TN: 190 Ask: Verb:media,TN: 190 Ask: Verb:media,TN: 190 Ask: Verb:media
246,TN: 195 Ask: Verb:|,TN: 188 Ask: Verb:|,TN: 182 Ask: Verb:|,TN: 191 Ask: Verb:|,TN: 191 Ask: Verb:|,TN: 191 Ask: Verb:|,TN: 191 Ask: Verb:|
247,TN: 196 Ask: Verb:avenue,TN: 189 Ask: Verb:avenue,TN: 183 Ask: Verb:avenue,TN: 192 Ask: Verb:avenue,TN: 192 Ask: Verb:avenue,TN: 192 Ask: Verb:avenue,TN: 192 Ask: Verb:avenue
248,TN: 197 Ask: Verb:are,TN: 190 Ask: Verb:are,TN: 184 Ask: Verb:are,TN: 193 Ask: Verb:are,TN: 193 Ask: Verb:are,TN: 193 Ask: Verb:are,TN: 193 Ask: Verb:are
249,TN: 198 Ask: Verb:professor,TN: 191 Ask: Verb:professor,TN: 185 Ask: Verb:professor,TN: 194 Ask: Verb:professor,TN: 194 Ask: Verb:professor,TN: 194 Ask: Verb:professor,TN: 194 Ask: Verb:professor
250,TN: 199 Ask: Verb:dean,TN: 192 Ask: Verb:dean,TN: 186 Ask: Verb:dean,TN: 195 Ask: Verb:dean,TN: 195 Ask: Verb:dean,TN: 195 Ask: Verb:dean,TN: 195 Ask: Verb:dean
251,TN: 200 Ask: Verb:sciences,TN: 193 Ask: Verb:sciences,TN: 187 Ask: Verb:sciences,TN: 196 Ask: Verb:sciences,TN: 196 Ask: Verb:sciences,TN: 196 Ask: Verb:sciences,TN: 196 Ask: Verb:sciences
252,FN: 45 Ask: Verb:e-mail,FN: 36 Ask: Verb:e-mail,FN: 23 Ask: Verb:e-mail,FN: 26 Ask: Verb:e-mail,FN: 25 Ask: Verb:e-mail,FN: 25 Ask: Verb:e-mail,FN: 25 Ask: Verb:e-mail
253,TN: 201 Ask: Verb:smith@example.com,TN: 194 Ask: Verb:smith@example.com,TN: 188 Ask: Verb:smith@example.com,TN: 197 Ask: Verb:smith@example.com,TN: 197 Ask: Verb:smith@example.com,TN: 197 Ask: Verb:smith@example.com,TN: 197 Ask: Verb:smith@example.com
254,FN: 46 Ask: Verb:phone,FN: 37 Ask: Verb:phone,FN: 24 Ask: Verb:phone,FN: 27 Ask: Verb:phone,FN: 26 Ask: Verb:phone,FN: 26 Ask: Verb:phone,FN: 26 Ask: Verb:phone
255,TN: 202 Ask: Verb:#NAME?,TN: 195 Ask: Verb:#NAME?,TN: 189 Ask: Verb:#NAME?,TN: 198 Ask: Verb:#NAME?,TN: 198 Ask: Verb:#NAME?,TN: 198 Ask: Verb:#NAME?,TN: 198 Ask: Verb:#NAME?
256,TN: 203 Ask: Verb:location,TN: 196 Ask: Verb:location,TN: 190 Ask: Verb:location,TN: 199 Ask: Verb:location,TN: 199 Ask: Verb:location,TN: 199 Ask: Verb:location,TN: 199 Ask: Verb:location
257,TN: 204 Ask: Verb:building,TN: 197 Ask: Verb:building,TN: 191 Ask: Verb:building,TN: 200 Ask: Verb:building,TN: 200 Ask: Verb:building,TN: 200 Ask: Verb:building,TN: 200 Ask: Verb:building
258,TN: 205 Ask: Verb:limited-time,TN: 198 Ask: Verb:limited-time,TN: 192 Ask: Verb:limited-time,TN: 201 Ask: Verb:limited-time,TN: 201 Ask: Verb:limited-time,TN: 201 Ask: Verb:limited-time,TN: 201 Ask: Verb:limited-time
259,TN: 206 Ask: Verb:starts,TN: 199 Ask: Verb:starts,FP: 18 Ask:PERFORM Verb:starts,FP: 9 Ask:PERFORM Verb:starts,FP: 9 Ask:PERFORM Verb:starts,FP: 9 Ask:PERFORM Verb:starts,FP: 9 Ask:PERFORM Verb:starts
260,TN: 207 Ask: Verb:introducing,TN: 200 Ask: Verb:introducing,TN: 193 Ask: Verb:introducing,TN: 202 Ask: Verb:introducing,TN: 202 Ask: Verb:introducing,TN: 202 Ask: Verb:introducing,TN: 202 Ask: Verb:introducing
261,TN: 208 Ask: Verb:get,TN: 201 Ask: Verb:get,TN: 194 Ask: Verb:get,TN: 203 Ask: Verb:get,TN: 203 Ask: Verb:get,TN: 203 Ask: Verb:get,TN: 203 Ask: Verb:get
262,TN: 209 Ask: Verb:>>,TN: 202 Ask: Verb:>>,TN: 195 Ask: Verb:>>,TN: 204 Ask: Verb:>>,TN: 204 Ask: Verb:>>,TN: 204 Ask: Verb:>>,TN: 204 Ask: Verb:>>
263,TN: 210 Ask: Verb:apply,TN: 203 Ask: Verb:apply,TN: 196 Ask: Verb:apply,TN: 205 Ask: Verb:apply,TN: 205 Ask: Verb:apply,TN: 205 Ask: Verb:apply,TN: 205 Ask: Verb:apply
264,TN: 211 Ask: Verb:*,TN: 204 Ask: Verb:*,TN: 197 Ask: Verb:*,TN: 206 Ask: Verb:*,TN: 206 Ask: Verb:*,TN: 206 Ask: Verb:*,TN: 206 Ask: Verb:*
265,TN: 212 Ask: Verb:get,TN: 205 Ask: Verb:get,TN: 198 Ask: Verb:get,TN: 207 Ask: Verb:get,TN: 207 Ask: Verb:get,TN: 207 Ask: Verb:get,TN: 207 Ask: Verb:get
266,TN: 213 Ask: Verb:powered,TN: 206 Ask: Verb:powered,TN: 199 Ask: Verb:powered,TN: 208 Ask: Verb:powered,TN: 208 Ask: Verb:powered,TN: 208 Ask: Verb:powered,TN: 208 Ask: Verb:powered
267,FN: 47 Ask: Verb:questions,FN: 38 Ask: Verb:questions,FN: 25 Ask: Verb:questions,FN: 28 Ask: Verb:questions,FN: 27 Ask: Verb:questions,FN: 27 Ask: Verb:questions,FN: 27 Ask: Verb:questions
268,FN: 48 Ask: Verb:play,FN: 39 Ask: Verb:play,FN: 26 Ask: Verb:play,FN: 29 Ask: Verb:play,FN: 28 Ask: Verb:play,FN: 28 Ask: Verb:play,FN: 28 Ask: Verb:play
269,TN: 214 Ask: Verb:includes,TN: 207 Ask: Verb:includes,TN: 200 Ask: Verb:includes,TN: 209 Ask: Verb:includes,TN: 209 Ask: Verb:includes,TN: 209 Ask: Verb:includes,TN: 209 Ask: Verb:includes
270,TN: 215 Ask: Verb:way,TN: 208 Ask: Verb:way,TN: 201 Ask: Verb:way,TN: 210 Ask: Verb:way,TN: 210 Ask: Verb:way,TN: 210 Ask: Verb:way,TN: 210 Ask: Verb:way
271,TN: 216 Ask: Verb:are,TN: 209 Ask: Verb:are,TN: 202 Ask: Verb:are,TN: 211 Ask: Verb:are,TN: 211 Ask: Verb:are,TN: 211 Ask: Verb:are,TN: 211 Ask: Verb:are
272,TN: 217 Ask: Verb:play,TN: 210 Ask: Verb:play,TN: 203 Ask: Verb:play,TN: 212 Ask: Verb:play,TN: 212 Ask: Verb:play,TN: 212 Ask: Verb:play,TN: 212 Ask: Verb:play
273,TN: 218 Ask: Verb:using,TN: 211 Ask: Verb:using,TN: 204 Ask: Verb:using,TN: 213 Ask: Verb:using,TN: 213 Ask: Verb:using,TN: 213 Ask: Verb:using,TN: 213 Ask: Verb:using
274,TN: 219 Ask: Verb:miss,TN: 212 Ask: Verb:miss,TN: 205 Ask: Verb:miss,TN: 214 Ask: Verb:miss,TN: 214 Ask: Verb:miss,TN: 214 Ask: Verb:miss,TN: 214 Ask: Verb:miss
275,TN: 220 Ask: Verb:get,TN: 213 Ask: Verb:get,TN: 206 Ask: Verb:get,TN: 215 Ask: Verb:get,TN: 215 Ask: Verb:get,TN: 215 Ask: Verb:get,TN: 215 Ask: Verb:get
276,TN: 221 Ask: Verb:>>,TN: 214 Ask: Verb:>>,TN: 207 Ask: Verb:>>,TN: 216 Ask: Verb:>>,TN: 216 Ask: Verb:>>,TN: 216 Ask: Verb:>>,TN: 216 Ask: Verb:>>
277,TN: 222 Ask: Verb:restrictions,TN: 215 Ask: Verb:restrictions,TN: 208 Ask: Verb:restrictions,TN: 217 Ask: Verb:restrictions,TN: 217 Ask: Verb:restrictions,TN: 217 Ask: Verb:restrictions,TN: 217 Ask: Verb:restrictions
278,TN: 223 Ask: Verb:*,TN: 216 Ask: Verb:*,TN: 209 Ask: Verb:*,TN: 218 Ask: Verb:*,TN: 218 Ask: Verb:*,TN: 218 Ask: Verb:*,TN: 218 Ask: Verb:*
279,TN: 224 Ask: Verb:members,TN: 217 Ask: Verb:members,TN: 210 Ask: Verb:members,TN: 219 Ask: Verb:members,TN: 219 Ask: Verb:members,TN: 219 Ask: Verb:members,TN: 219 Ask: Verb:members
280,TN: 225 Ask: Verb:available,TN: 218 Ask: Verb:available,TN: 211 Ask: Verb:available,TN: 220 Ask: Verb:available,TN: 220 Ask: Verb:available,TN: 220 Ask: Verb:available,TN: 220 Ask: Verb:available
281,FN: 49 Ask: Verb:redeemed,TP: 8 Ask:PERFORM Verb:redeemed,TP: 26 Ask:PERFORM Verb:redeemed,FN: 30 Ask: Verb:redeemed,FN: 29 Ask: Verb:redeemed,FN: 29 Ask: Verb:redeemed,FN: 29 Ask: Verb:redeemed
282,TN: 226 Ask: Verb:be,TN: 219 Ask: Verb:be,TN: 212 Ask: Verb:be,TN: 221 Ask: Verb:be,TN: 221 Ask: Verb:be,TN: 221 Ask: Verb:be,TN: 221 Ask: Verb:be
283,TN: 227 Ask: Verb:apply,TN: 220 Ask: Verb:apply,TN: 213 Ask: Verb:apply,TN: 222 Ask: Verb:apply,TN: 222 Ask: Verb:apply,TN: 222 Ask: Verb:apply,TN: 222 Ask: Verb:apply
284,TN: 228 Ask: Verb:was,TN: 221 Ask: Verb:was,TN: 214 Ask: Verb:was,TN: 223 Ask: Verb:was,TN: 223 Ask: Verb:was,TN: 223 Ask: Verb:was,TN: 223 Ask: Verb:was
285,TN: 229 Ask: Verb:indicated,TN: 222 Ask: Verb:indicated,TN: 215 Ask: Verb:indicated,TN: 224 Ask: Verb:indicated,TN: 224 Ask: Verb:indicated,TN: 224 Ask: Verb:indicated,TN: 224 Ask: Verb:indicated
286,TN: 230 Ask: Verb:are,TN: 223 Ask: Verb:are,TN: 216 Ask: Verb:are,TN: 225 Ask: Verb:are,TN: 225 Ask: Verb:are,TN: 225 Ask: Verb:are,TN: 225 Ask: Verb:are
287,FN: 50 Ask: Verb:receive,FN: 40 Ask: Verb:receive,TP: 27 Ask:PERFORM Verb:receive,TP: 23 Ask:PERFORM Verb:receive,TP: 24 Ask:PERFORM Verb:receive,TP: 24 Ask:PERFORM Verb:receive,TP: 24 Ask:PERFORM Verb:receive
288,TN: 231 Ask: Verb:do,TN: 224 Ask: Verb:do,TN: 217 Ask: Verb:do,TN: 226 Ask: Verb:do,TN: 226 Ask: Verb:do,TN: 226 Ask: Verb:do,TN: 226 Ask: Verb:do
289,TN: 232 Ask: Verb:wish,TN: 225 Ask: Verb:wish,TN: 218 Ask: Verb:wish,TN: 227 Ask: Verb:wish,TN: 227 Ask: Verb:wish,TN: 227 Ask: Verb:wish,TN: 227 Ask: Verb:wish
290,TN: 233 Ask: Verb:receive,TN: 226 Ask: Verb:receive,FP: 19 Ask:PERFORM Verb:receive,FP: 10 Ask:PERFORM Verb:receive,FP: 10 Ask:PERFORM Verb:receive,FP: 10 Ask:PERFORM Verb:receive,FP: 10 Ask:PERFORM Verb:receive
291,FN: 51 Ask: Verb:change,FN: 41 Ask: Verb:change,FN: 27 Ask: Verb:change,FN: 31 Ask: Verb:change,FN: 30 Ask: Verb:change,FN: 30 Ask: Verb:change,FN: 30 Ask: Verb:change
292,FN: 52 Ask: Verb:visiting,FN: 42 Ask: Verb:visiting,TP: 28 Ask:PERFORM Verb:visiting,FN: 32 Ask: Verb:visiting,FN: 31 Ask: Verb:visiting,FN: 31 Ask: Verb:visiting,FN: 31 Ask: Verb:visiting
293,TN: 234 Ask: Verb:hi,TN: 227 Ask: Verb:hi,TN: 219 Ask: Verb:hi,TN: 228 Ask: Verb:hi,TN: 228 Ask: Verb:hi,TN: 228 Ask: Verb:hi,TN: 228 Ask: Verb:hi
294,TN: 235 Ask: Verb:hope,TN: 228 Ask: Verb:hope,TN: 220 Ask: Verb:hope,TN: 229 Ask: Verb:hope,TN: 229 Ask: Verb:hope,TN: 229 Ask: Verb:hope,TN: 229 Ask: Verb:hope
295,TN: 236 Ask: Verb:are,TN: 229 Ask: Verb:are,TN: 221 Ask: Verb:are,TN: 230 Ask: Verb:are,TN: 230 Ask: Verb:are,TN: 230 Ask: Verb:are,TN: 230 Ask: Verb:are
296,TN: 237 Ask: Verb:doing,TN: 230 Ask: Verb:doing,TN: 222 Ask: Verb:doing,TN: 231 Ask: Verb:doing,TN: 231 Ask: Verb:doing,TN: 231 Ask: Verb:doing,TN: 231 Ask: Verb:doing
297,TN: 238 Ask: Verb:writing,TN: 231 Ask: Verb:writing,TN: 223 Ask: Verb:writing,TN: 232 Ask: Verb:writing,TN: 232 Ask: Verb:writing,TN: 232 Ask: Verb:writing,TN: 232 Ask: Verb:writing
298,TN: 239 Ask: Verb:am,TN: 232 Ask: Verb:am,TN: 224 Ask: Verb:am,TN: 233 Ask: Verb:am,TN: 233 Ask: Verb:am,TN: 233 Ask: Verb:am,TN: 233 Ask: Verb:am
299,FN: 53 Ask: Verb:revert,FN: 43 Ask: Verb:revert,FN: 28 Ask: Verb:revert,FN: 33 Ask: Verb:revert,FN: 32 Ask: Verb:revert,FN: 32 Ask: Verb:revert,FN: 32 Ask: Verb:revert
300,TN: 240 Ask: Verb:regards,TN: 233 Ask: Verb:regards,TN: 225 Ask: Verb:regards,TN: 234 Ask: Verb:regards,TN: 234 Ask: Verb:regards,TN: 234 Ask: Verb:regards,TN: 234 Ask: Verb:regards
301,TN: 241 Ask: Verb:walker,TN: 234 Ask: Verb:walker,TN: 226 Ask: Verb:walker,TN: 235 Ask: Verb:walker,TN: 235 Ask: Verb:walker,TN: 235 Ask: Verb:walker,TN: 235 Ask: Verb:walker
302,TN: 242 Ask: Verb:friend,TN: 235 Ask: Verb:friend,TN: 227 Ask: Verb:friend,TN: 236 Ask: Verb:friend,TN: 236 Ask: Verb:friend,TN: 236 Ask: Verb:friend,TN: 236 Ask: Verb:friend
303,TN: 243 Ask: Verb:banker,TN: 236 Ask: Verb:banker,TN: 228 Ask: Verb:banker,TN: 237 Ask: Verb:banker,TN: 237 Ask: Verb:banker,TN: 237 Ask: Verb:banker,TN: 237 Ask: Verb:banker
304,TN: 244 Ask: Verb:holding,TN: 237 Ask: Verb:holding,TN: 229 Ask: Verb:holding,TN: 238 Ask: Verb:holding,TN: 238 Ask: Verb:holding,TN: 238 Ask: Verb:holding,TN: 238 Ask: Verb:holding
305,TN: 245 Ask: Verb:am,TN: 238 Ask: Verb:am,TN: 230 Ask: Verb:am,TN: 239 Ask: Verb:am,TN: 239 Ask: Verb:am,TN: 239 Ask: Verb:am,TN: 239 Ask: Verb:am
306,TN: 246 Ask: Verb:have,TN: 239 Ask: Verb:have,TN: 231 Ask: Verb:have,TN: 240 Ask: Verb:have,TN: 240 Ask: Verb:have,TN: 240 Ask: Verb:have,TN: 240 Ask: Verb:have
307,TN: 247 Ask: Verb:transferring,FP: 17 Ask:GIVE Verb:transferring,FP: 20 Ask:GIVE Verb:transferring,TN: 241 Ask: Verb:transferring,TN: 241 Ask: Verb:transferring,TN: 241 Ask: Verb:transferring,TN: 241 Ask: Verb:transferring
308,TN: 248 Ask: Verb:abandon,TN: 240 Ask: Verb:abandon,TN: 232 Ask: Verb:abandon,TN: 242 Ask: Verb:abandon,TN: 242 Ask: Verb:abandon,TN: 242 Ask: Verb:abandon,TN: 242 Ask: Verb:abandon
309,TN: 249 Ask: Verb:died,TN: 241 Ask: Verb:died,TN: 233 Ask: Verb:died,TN: 243 Ask: Verb:died,TN: 243 Ask: Verb:died,TN: 243 Ask: Verb:died,TN: 243 Ask: Verb:died
310,TN: 250 Ask: Verb:got,TN: 242 Ask: Verb:got,TN: 234 Ask: Verb:got,TN: 244 Ask: Verb:got,TN: 244 Ask: Verb:got,TN: 244 Ask: Verb:got,TN: 244 Ask: Verb:got
311,TN: 251 Ask: Verb:have,TN: 243 Ask: Verb:have,TN: 235 Ask: Verb:have,TN: 245 Ask: Verb:have,TN: 245 Ask: Verb:have,TN: 245 Ask: Verb:have,TN: 245 Ask: Verb:have
312,TN: 252 Ask: Verb:been,TN: 244 Ask: Verb:been,TN: 236 Ask: Verb:been,TN: 246 Ask: Verb:been,TN: 246 Ask: Verb:been,TN: 246 Ask: Verb:been,TN: 246 Ask: Verb:been
313,TN: 253 Ask: Verb:come,TN: 245 Ask: Verb:come,TN: 237 Ask: Verb:come,TN: 247 Ask: Verb:come,TN: 247 Ask: Verb:come,TN: 247 Ask: Verb:come,TN: 247 Ask: Verb:come
314,TN: 254 Ask: Verb:claim,TN: 246 Ask: Verb:claim,TN: 238 Ask: Verb:claim,TN: 248 Ask: Verb:claim,TN: 248 Ask: Verb:claim,TN: 248 Ask: Verb:claim,TN: 248 Ask: Verb:claim
315,TN: 255 Ask: Verb:release,TN: 247 Ask: Verb:release,TN: 239 Ask: Verb:release,TN: 249 Ask: Verb:release,TN: 249 Ask: Verb:release,TN: 249 Ask: Verb:release,TN: 249 Ask: Verb:release
316,TN: 256 Ask: Verb:applies,TN: 248 Ask: Verb:applies,TN: 240 Ask: Verb:applies,TN: 250 Ask: Verb:applies,TN: 250 Ask: Verb:applies,TN: 250 Ask: Verb:applies,TN: 250 Ask: Verb:applies
317,TN: 257 Ask: Verb:deceased,TN: 249 Ask: Verb:deceased,TN: 241 Ask: Verb:deceased,TN: 251 Ask: Verb:deceased,TN: 251 Ask: Verb:deceased,TN: 251 Ask: Verb:deceased,TN: 251 Ask: Verb:deceased
318,TN: 258 Ask: Verb:indicated,TN: 250 Ask: Verb:indicated,TN: 242 Ask: Verb:indicated,TN: 252 Ask: Verb:indicated,TN: 252 Ask: Verb:indicated,TN: 252 Ask: Verb:indicated,TN: 252 Ask: Verb:indicated
319,TN: 259 Ask: Verb:learnt,TN: 251 Ask: Verb:learnt,TN: 243 Ask: Verb:learnt,TN: 253 Ask: Verb:learnt,TN: 253 Ask: Verb:learnt,TN: 253 Ask: Verb:learnt,TN: 253 Ask: Verb:learnt
320,TN: 260 Ask: Verb:supposed,TN: 252 Ask: Verb:supposed,TN: 244 Ask: Verb:supposed,TN: 254 Ask: Verb:supposed,TN: 254 Ask: Verb:supposed,TN: 254 Ask: Verb:supposed,TN: 254 Ask: Verb:supposed
321,TN: 261 Ask: Verb:died,TN: 253 Ask: Verb:died,TN: 245 Ask: Verb:died,TN: 255 Ask: Verb:died,TN: 255 Ask: Verb:died,TN: 255 Ask: Verb:died,TN: 255 Ask: Verb:died
322,TN: 262 Ask: Verb:leaving,FP: 18 Ask:GIVE Verb:leaving,FP: 21 Ask:GIVE Verb:leaving,TN: 256 Ask: Verb:leaving,TN: 256 Ask: Verb:leaving,TN: 256 Ask: Verb:leaving,TN: 256 Ask: Verb:leaving
323,TN: 263 Ask: Verb:transferred,FP: 19 Ask:GIVE Verb:transferred,FP: 22 Ask:GIVE Verb:transferred,TN: 257 Ask: Verb:transferred,TN: 257 Ask: Verb:transferred,TN: 257 Ask: Verb:transferred,TN: 257 Ask: Verb:transferred
324,TN: 264 Ask: Verb:remained,TN: 254 Ask: Verb:remained,TN: 246 Ask: Verb:remained,TN: 258 Ask: Verb:remained,TN: 258 Ask: Verb:remained,TN: 258 Ask: Verb:remained,TN: 258 Ask: Verb:remained
325,TN: 265 Ask: Verb:be,TN: 255 Ask: Verb:be,TN: 247 Ask: Verb:be,TN: 259 Ask: Verb:be,TN: 259 Ask: Verb:be,TN: 259 Ask: Verb:be,TN: 259 Ask: Verb:be
326,TN: 266 Ask: Verb:agree,TN: 256 Ask: Verb:agree,TN: 248 Ask: Verb:agree,TN: 260 Ask: Verb:agree,TN: 260 Ask: Verb:agree,TN: 260 Ask: Verb:agree,TN: 260 Ask: Verb:agree
327,TN: 267 Ask: Verb:you,TN: 257 Ask: Verb:you,TN: 249 Ask: Verb:you,TN: 261 Ask: Verb:you,TN: 261 Ask: Verb:you,TN: 261 Ask: Verb:you,TN: 261 Ask: Verb:you
328,TN: 268 Ask: Verb:be,TN: 258 Ask: Verb:be,TN: 250 Ask: Verb:be,TN: 262 Ask: Verb:be,TN: 262 Ask: Verb:be,TN: 262 Ask: Verb:be,TN: 262 Ask: Verb:be
329,TN: 269 Ask: Verb:be,TN: 259 Ask: Verb:be,TN: 251 Ask: Verb:be,TN: 263 Ask: Verb:be,TN: 263 Ask: Verb:be,TN: 263 Ask: Verb:be,TN: 263 Ask: Verb:be
330,TN: 270 Ask: Verb:there,TN: 260 Ask: Verb:there,TN: 252 Ask: Verb:there,TN: 264 Ask: Verb:there,TN: 264 Ask: Verb:there,TN: 264 Ask: Verb:there,TN: 264 Ask: Verb:there
