TOPASK RESULTS,,,,,,,
238,TN: 203 Top: Verb:received,TN: 201 Top: Verb:received,FP: 9 Top:X Verb:received,TN: 202 Top: Verb:received,TN: 202 Top: Verb:received,TN: 202 Top: Verb:received,TN: 202 Top: Verb:received
239,TN: 204 Top: Verb:policy,TN: 202 Top: Verb:policy,TN: 199 Top: Verb:policy,TN: 203 Top: Verb:policy,TN: 203 Top: Verb:policy,TN: 203 Top: Verb:policy,TN: 203 Top: Verb:policy
240,TN: 205 Top: Verb:|,TN: 203 Top: Verb:|,TN: 200 Top: Verb:|,TN: 204 Top: Verb:|,TN: 204 Top: Verb:|,TN: 204 Top: Verb:|,TN: 204 Top: Verb:|
241,FN: 29 Top: Verb:unsubscribe,FN: 26 Top: Verb:unsubscribe,FN: 22 Top: Verb:unsubscribe,FN: 22 Top: Verb:unsubscribe,FN: 22 Top: Verb:unsubscribe,FN: 19 Top: Verb:unsubscribe,FN: 18 Top: Verb:unsubscribe
242,FN: 30 Top: Verb:view,TP: 7 Top:X Verb:view,FN: 23 Top: Verb:view,TP: 11 Top:X Verb:view,TP: 11 Top:X Verb:view,TP: 14 Top:X Verb:view,TP: 15 Top:X Verb:view
243,TN: 206 Top: Verb:reserved,TN: 204 Top: Verb:reserved,TN: 201 Top: Verb:reserved,TN: 205 Top: Verb:reserved,TN: 205 Top: Verb:reserved,TN: 205 Top: Verb:reserved,TN: 205 Top: Verb:reserved
244,TN: 207 Top: Verb:©,TN: 205 Top: Verb:©,TN: 202 Top: Verb:©,TN: 206 Top: Verb:©,TN: 206 Top: Verb:©,TN: 206 Top: Verb:©,TN: 206 Top: Verb:©
245,TN: 208 Top: Verb:media,TN: 206 Top: Verb:media,TN: 203 Top: Verb:media,TN: 207 Top: Verb:media,TN: 207 Top: Verb:media,TN: 207 Top: Verb:media,TN: 207 Top: Verb:media
246,TN: 209 Top: Verb:|,TN: 207 Top: Verb:|,TN: 204 Top: Verb:|,TN: 208 Top: Verb:|,TN: 208 Top: Verb:|,TN: 208 Top: Verb:|,TN: 208 Top: Verb:|
247,TN: 210 Top: Verb:avenue,TN: 208 Top: Verb:avenue,TN: 205 Top: Verb:avenue,TN: 209 Top: Verb:avenue,TN: 209 Top: Verb:avenue,TN: 209 Top: Verb:avenue,TN: 209 Top: Verb:avenue
248,TN: 211 Top: Verb:are,TN: 209 Top: Verb:are,TN: 206 Top: Verb:are,TN: 210 Top: Verb:are,TN: 210 Top: Verb:are,TN: 210 Top: Verb:are,TN: 210 Top: Verb:are
249,TN: 212 Top: Verb:professor,TN: 210 Top: Verb:professor,TN: 207 Top: Verb:professor,TN: 211 Top: Verb:professor,TN: 211 Top: Verb:professor,TN: 211 Top: Verb:professor,TN: 211 Top: Verb:professor
250,TN: 213 Top: Verb:dean,TN: 211 Top: Verb:dean,TN: 208 Top: Verb:dean,TN: 212 Top: Verb:dean,TN: 212 Top: Verb:dean,TN: 212 Top: Verb:dean,TN: 212 Top: Verb:dean
251,TN: 214 Top: Verb:sciences,TN: 212 Top: Verb:sciences,TN: 209 Top: Verb:sciences,TN: 213 Top: Verb:sciences,TN: 213 Top: Verb:sciences,TN: 213 Top: Verb:sciences,TN: 213 Top: Verb:sciences
252,FN: 31 Top: Verb:e-mail,FN: 27 Top: Verb:e-mail,FN: 24 Top: Verb:e-mail,FN: 23 Top: Verb:e-mail,FN: 23 Top: Verb:e-mail,FN: 20 Top: Verb:e-mail,FN: 19 Top: Verb:e-mail
253,TN: 215 Top: Verb:smith@example.com,TN: 213 Top: Verb:smith@example.com,TN: 210 Top: Verb:smith@example.com,TN: 214 Top: Verb:smith@example.com,TN: 214 Top: Verb:smith@example.com,TN: 214 Top: Verb:smith@example.com,TN: 214 Top: Verb:smith@example.com
254,FN: 32 Top: Verb:phone,FN: 28 Top: Verb:phone,FN: 25 Top: Verb:phone,FN: 24 Top: Verb:phone,FN: 24 Top: Verb:phone,FN: 21 Top: Verb:phone,FN: 20 Top: Verb:phone
255,TN: 216 Top: Verb:#NAME?,TN: 214 Top: Verb:#NAME?,TN: 211 Top: Verb:#NAME?,TN: 215 Top: Verb:#NAME?,TN: 215 Top: Verb:#NAME?,TN: 215 Top: Verb:#NAME?,TN: 215 Top: Verb:#NAME?
256,TN: 217 Top: Verb:location,TN: 215 Top: Verb:location,TN: 212 Top: Verb:location,TN: 216 Top: Verb:location,TN: 216 Top: Verb:location,TN: 216 Top: Verb:location,TN: 216 Top: Verb:location
257,TN: 218 Top: Verb:building,TN: 216 Top: Verb:building,TN: 213 Top: Verb:building,TN: 217 Top: Verb:building,TN: 217 Top: Verb:building,TN: 217 Top: Verb:building,TN: 217 Top: Verb:building
258,TN: 219 Top: Verb:limited-time,TN: 217 Top: Verb:limited-time,TN: 214 Top: Verb:limited-time,TN: 218 Top: Verb:limited-time,TN: 218 Top: Verb:limited-time,TN: 218 Top: Verb:limited-time,TN: 218 Top: Verb:limited-time
259,TN: 220 Top: Verb:starts,TN: 218 Top: Verb:starts,TN: 215 Top: Verb:starts,FP: 6 Top:X Verb:starts,FP: 6 Top:X Verb:starts,FP: 6 Top:X Verb:starts,FP: 6 Top:X Verb:starts
260,TN: 221 Top: Verb:introducing,TN: 219 Top: Verb:introducing,TN: 216 Top: Verb:introducing,TN: 219 Top: Verb:introducing,TN: 219 Top: Verb:introducing,TN: 219 Top: Verb:introducing,TN: 219 Top: Verb:introducing
261,TN: 222 Top: Verb:get,TN: 220 Top: Verb:get,TN: 217 Top: Verb:get,TN: 220 Top: Verb:get,TN: 220 Top: Verb:get,TN: 220 Top: Verb:get,TN: 220 Top: Verb:get
262,TN: 223 Top: Verb:>>,TN: 221 Top: Verb:>>,TN: 218 Top: Verb:>>,TN: 221 Top: Verb:>>,TN: 221 Top: Verb:>>,TN: 221 Top: Verb:>>,TN: 221 Top: Verb:>>
263,TN: 224 Top: Verb:apply,TN: 222 Top: Verb:apply,TN: 219 Top: Verb:apply,TN: 222 Top: Verb:apply,TN: 222 Top: Verb:apply,TN: 222 Top: Verb:apply,TN: 222 Top: Verb:apply
264,TN: 225 Top: Verb:*,TN: 223 Top: Verb:*,TN: 220 Top: Verb:*,TN: 223 Top: Verb:*,TN: 223 Top: Verb:*,TN: 223 Top: Verb:*,TN: 223 Top: Verb:*
265,TN: 226 Top: Verb:get,TN: 224 Top: Verb:get,TN: 221 Top: Verb:get,TN: 224 Top: Verb:get,TN: 224 Top: Verb:get,TN: 224 Top: Verb:get,TN: 224 Top: Verb:get
266,TN: 227 Top: Verb:powered,TN: 225 Top: Verb:powered,TN: 222 Top: Verb:powered,TN: 225 Top: Verb:powered,TN: 225 Top: Verb:powered,TN: 225 Top: Verb:powered,TN: 225 Top: Verb:powered
267,FN: 33 Top: Verb:questions,FN: 29 Top: Verb:questions,FN: 26 Top: Verb:questions,FN: 25 Top: Verb:questions,FN: 25 Top: Verb:questions,FN: 22 Top: Verb:questions,FN: 21 Top: Verb:questions
268,FN: 34 Top: Verb:play,FN: 30 Top: Verb:play,FN: 27 Top: Verb:play,FN: 26 Top: Verb:play,FN: 26 Top: Verb:play,FN: 23 Top: Verb:play,FN: 22 Top: Verb:play
269,TN: 228 Top: Verb:includes,TN: 226 Top: Verb:includes,TN: 223 Top: Verb:includes,TN: 226 Top: Verb:includes,TN: 226 Top: Verb:includes,TN: 226 Top: Verb:includes,TN: 226 Top: Verb:includes
270,TN: 229 Top: Verb:way,TN: 227 Top: Verb:way,TN: 224 Top: Verb:way,TN: 227 Top: Verb:way,TN: 227 Top: Verb:way,TN: 227 Top: Verb:way,TN: 227 Top: Verb:way
271,TN: 230 Top: Verb:are,TN: 228 Top: Verb:are,TN: 225 Top: Verb:are,TN: 228 Top: Verb:are,TN: 228 Top: Verb:are,TN: 228 Top: Verb:are,TN: 228 Top: Verb:are
272,TN: 231 Top: Verb:play,TN: 229 Top: Verb:play,TN: 226 Top: Verb:play,TN: 229 Top: Verb:play,TN: 229 Top: Verb:play,TN: 229 Top: Verb:play,TN: 229 Top: Verb:play
273,TN: 232 Top: Verb:using,TN: 230 Top: Verb:using,TN: 227 Top: Verb:using,TN: 230 Top: Verb:using,TN: 230 Top: Verb:using,TN: 230 Top: Verb:using,TN: 230 Top: Verb:using
274,TN: 233 Top: Verb:miss,TN: 231 Top: Verb:miss,TN: 228 Top: Verb:miss,TN: 231 Top: Verb:miss,TN: 231 Top: Verb:miss,TN: 231 Top: Verb:miss,TN: 231 Top: Verb:miss
275,TN: 234 Top: Verb:get,TN: 232 Top: Verb:get,TN: 229 Top: Verb:get,TN: 232 Top: Verb:get,TN: 232 Top: Verb:get,TN: 232 Top: Verb:get,TN: 232 Top: Verb:get
276,TN: 235 Top: Verb:>>,TN: 233 Top: Verb:>>,TN: 230 Top: Verb:>>,TN: 233 Top: Verb:>>,TN: 233 Top: Verb:>>,TN: 233 Top: Verb:>>,TN: 233 Top: Verb:>>
277,TN: 236 Top: Verb:restrictions,TN: 234 Top: Verb:restrictions,TN: 231 Top: Verb:restrictions,TN: 234 Top: Verb:restrictions,TN: 234 Top: Verb:restrictions,TN: 234 Top: Verb:restrictions,TN: 234 Top: Verb:restrictions
278,TN: 237 Top: Verb:*,TN: 235 Top: Verb:*,TN: 232 Top: Verb:*,TN: 235 Top: Verb:*,TN: 235 Top: Verb:*,TN: 235 Top: Verb:*,TN: 235 Top: Verb:*
279,TN: 238 Top: Verb:members,TN: 236 Top: Verb:members,TN: 233 Top: Verb:members,TN: 236 Top: Verb:members,TN: 236 Top: Verb:members,TN: 236 Top: Verb:members,TN: 236 Top: Verb:members
280,TN: 239 Top: Verb:available,TN: 237 Top: Verb:available,TN: 234 Top: Verb:available,TN: 237 Top: Verb:available,TN: 237 Top: Verb:available,TN: 237 Top: Verb:available,TN: 237 Top: Verb:available
281,FN: 35 Top: Verb:redeemed,TP: 8 Top:X Verb:redeemed,TP: 11 Top:X Verb:redeemed,FN: 27 Top: Verb:redeemed,FN: 27 Top: Verb:redeemed,FN: 24 Top: Verb:redeemed,FN: 23 Top: Verb:redeemed
282,TN: 240 Top: Verb:be,TN: 238 Top: Verb:be,TN: 235 Top: Verb:be,TN: 238 Top: Verb:be,TN: 238 Top: Verb:be,TN: 238 Top: Verb:be,TN: 238 Top: Verb:be
283,TN: 241 Top: Verb:apply,TN: 239 Top: Verb:apply,TN: 236 Top: Verb:apply,TN: 239 Top: Verb:apply,TN: 239 Top: Verb:apply,TN: 239 Top: Verb:apply,TN: 239 Top: Verb:apply
284,TN: 242 Top: Verb:was,TN: 240 Top: Verb:was,TN: 237 Top: Verb:was,TN: 240 Top: Verb:was,TN: 240 Top: Verb:was,TN: 240 Top: Verb:was,TN: 240 Top: Verb:was
285,TN: 243 Top: Verb:indicated,TN: 241 Top: Verb:indicated,TN: 238 Top: Verb:indicated,TN: 241 Top: Verb:indicated,TN: 241 Top: Verb:indicated,TN: 241 Top: Verb:indicated,TN: 241 Top: Verb:indicated
286,TN: 244 Top: Verb:are,TN: 242 Top: Verb:are,TN: 239 Top: Verb:are,TN: 242 Top: Verb:are,TN: 242 Top: Verb:are,TN: 242 Top: Verb:are,TN: 242 Top: Verb:are
287,TN: 245 Top: Verb:receive,TN: 243 Top: Verb:receive,TN: 240 Top: Verb:receive,FP: 7 Top:X Verb:receive,FP: 7 Top:X Verb:receive,FP: 7 Top:X Verb:receive,FP: 7 Top:X Verb:receive
288,TN: 246 Top: Verb:do,TN: 244 Top: Verb:do,TN: 241 Top: Verb:do,TN: 243 Top: Verb:do,TN: 243 Top: Verb:do,TN: 243 Top: Verb:do,TN: 243 Top: Verb:do
289,TN: 247 Top: Verb:wish,TN: 245 Top: Verb:wish,TN: 242 Top: Verb:wish,TN: 244 Top: Verb:wish,TN: 244 Top: Verb:wish,TN: 244 Top: Verb:wish,TN: 244 Top: Verb:wish
290,TN: 248 Top: Verb:receive,TN: 246 Top: Verb:receive,TN: 243 Top: Verb:receive,FP: 8 Top:X Verb:receive,FP: 8 Top:X Verb:receive,FP: 8 Top:X Verb:receive,FP: 8 Top:X Verb:receive
291,FN: 36 Top: Verb:change,FN: 31 Top: Verb:change,FN: 28 Top: Verb:change,FN: 28 Top: Verb:change,FN: 28 Top: Verb:change,FN: 25 Top: Verb:change,FN: 24 Top: Verb:change
292,FN: 37 Top: Verb:visiting,FN: 32 Top: Verb:visiting,TP: 12 Top:X Verb:visiting,FN: 29 Top: Verb:visiting,FN: 29 Top: Verb:visiting,FN: 26 Top: Verb:visiting,FN: 25 Top: Verb:visiting
293,TN: 249 Top: Verb:hi,TN: 247 Top: Verb:hi,TN: 244 Top: Verb:hi,TN: 245 Top: Verb:hi,TN: 245 Top: Verb:hi,TN: 245 Top: Verb:hi,TN: 245 Top: Verb:hi
294,TN: 250 Top: Verb:hope,TN: 248 Top: Verb:hope,TN: 245 Top: Verb:hope,TN: 246 Top: Verb:hope,TN: 246 Top: Verb:hope,TN: 246 Top: Verb:hope,TN: 246 Top: Verb:hope
295,TN: 251 Top: Verb:are,TN: 249 Top: Verb:are,TN: 246 Top: Verb:are,TN: 247 Top: Verb:are,TN: 247 Top: Verb:are,TN: 247 Top: Verb:are,TN: 247 Top: Verb:are
296,TN: 252 Top: Verb:doing,TN: 250 Top: Verb:doing,TN: 247 Top: Verb:doing,TN: 248 Top: Verb:doing,TN: 248 Top: Verb:doing,TN: 248 Top: Verb:doing,TN: 248 Top: Verb:doing
297,TN: 253 Top: Verb:writing,TN: 251 Top: Verb:writing,TN: 248 Top: Verb:writing,TN: 249 Top: Verb:writing,TN: 249 Top: Verb:writing,TN: 249 Top: Verb:writing,TN: 249 Top: Verb:writing
298,TN: 254 Top: Verb:am,TN: 252 Top: Verb:am,TN: 249 Top: Verb:am,TN: 250 Top: Verb:am,TN: 250 Top: Verb:am,TN: 250 Top: Verb:am,TN: 250 Top: Verb:am
299,FN: 38 Top: Verb:revert,FN: 33 Top: Verb:revert,FN: 29 Top: Verb:revert,FN: 30 Top: Verb:revert,FN: 30 Top: Verb:revert,FN: 27 Top: Verb:revert,FN: 26 Top: Verb:revert
300,TN: 255 Top: Verb:regards,TN: 253 Top: Verb:regards,TN: 250 Top: Verb:regards,TN: 251 Top: Verb:regards,TN: 251 Top: Verb:regards,TN: 251 Top: Verb:regards,TN: 251 Top: Verb:regards
301,TN: 256 Top: Verb:walker,TN: 254 Top: Verb:walker,TN: 251 Top: Verb:walker,TN: 252 Top: Verb:walker,TN: 252 Top: Verb:walker,TN: 252 Top: Verb:walker,TN: 252 Top: Verb:walker
302,TN: 257 Top: Verb:friend,TN: 255 Top: Verb:friend,TN: 252 Top: Verb:friend,TN: 253 Top: Verb:friend,TN: 253 Top: Verb:friend,TN: 253 Top: Verb:friend,TN: 253 Top: Verb:friend
303,TN: 258 Top: Verb:banker,TN: 256 Top: Verb:banker,TN: 253 Top: Verb:banker,TN: 254 Top: Verb:banker,TN: 254 Top: Verb:banker,TN: 254 Top: Verb:banker,TN: 254 Top: Verb:banker
304,TN: 259 Top: Verb:holding,TN: 257 Top: Verb:holding,TN: 254 Top: Verb:holding,TN: 255 Top: Verb:holding,TN: 255 Top: Verb:holding,TN: 255 Top: Verb:holding,TN: 255 Top: Verb:holding
305,TN: 260 Top: Verb:am,TN: 258 Top: Verb:am,TN: 255 Top: Verb:am,TN: 256 Top: Verb:am,TN: 256 Top: Verb:am,TN: 256 Top: Verb:am,TN: 256 Top: Verb:am
306,TN: 261 Top: Verb:have,TN: 259 Top: Verb:have,TN: 256 Top: Verb:have,TN: 257 Top: Verb:have,TN: 257 Top: Verb:have,TN: 257 Top: Verb:have,TN: 257 Top: Verb:have
307,TN: 262 Top: Verb:transferring,TN: 260 Top: Verb:transferring,TN: 257 Top: Verb:transferring,TN: 258 Top: Verb:transferring,TN: 258 Top: Verb:transferring,TN: 258 Top: Verb:transferring,TN: 258 Top: Verb:transferring
308,TN: 263 Top: Verb:abandon,TN: 261 Top: Verb:abandon,TN: 258 Top: Verb:abandon,TN: 259 Top: Verb:abandon,TN: 259 Top: Verb:abandon,TN: 259 Top: Verb:abandon,TN: 259 Top: Verb:abandon
309,TN: 264 Top: Verb:died,TN: 262 Top: Verb:died,TN: 259 Top: Verb:died,TN: 260 Top: Verb:died,TN: 260 Top: Verb:died,TN: 260 Top: Verb:died,TN: 260 Top: Verb:died
310,TN: 265 Top: Verb:got,TN: 263 Top: Verb:got,TN: 260 Top: Verb:got,TN: 261 Top: Verb:got,TN: 261 Top: Verb:got,TN: 261 Top: Verb:got,TN: 261 Top: Verb:got
311,TN: 266 Top: Verb:have,TN: 264 Top: Verb:have,TN: 261 Top: Verb:have,TN: 262 Top: Verb:have,TN: 262 Top: Verb:have,TN: 262 Top: Verb:have,TN: 262 Top: Verb:have
312,TN: 267 Top: Verb:been,TN: 265 Top: Verb:been,TN: 262 Top: Verb:been,TN: 263 Top: Verb:been,TN: 263 Top: Verb:been,TN: 263 Top: Verb:been,TN: 263 Top: Verb:been
313,TN: 268 Top: Verb:come,TN: 266 Top: Verb:come,TN: 263 Top: Verb:come,TN: 264 Top: Verb:come,TN: 264 Top: Verb:come,TN: 264 Top: Verb:come,TN: 264 Top: Verb:come
314,TN: 269 Top: Verb:claim,TN: 267 Top: Verb:claim,TN: 264 Top: Verb:claim,TN: 265 Top: Verb:claim,TN: 265 Top: Verb:claim,TN: 265 Top: Verb:claim,TN: 265 Top: Verb:claim
315,TN: 270 Top: Verb:release,TN: 268 Top: Verb:release,TN: 265 Top: Verb:release,TN: 266 Top: Verb:release,TN: 266 Top: Verb:release,TN: 266 Top: Verb:release,TN: 266 Top: Verb:release
316,TN: 271 Top: Verb:applies,TN: 269 Top: Verb:applies,TN: 266 Top: Verb:applies,TN: 267 Top: Verb:applies,TN: 267 Top: Verb:applies,TN: 267 Top: Verb:applies,TN: 267 Top: Verb:applies
317,TN: 272 Top: Verb:deceased,TN: 270 Top: Verb:deceased,TN: 267 Top: Verb:deceased,TN: 268 Top: Verb:deceased,TN: 268 Top: Verb:deceased,TN: 268 Top: Verb:deceased,TN: 268 Top: Verb:deceased
318,TN: 273 Top: Verb:indicated,TN: 271 Top: Verb:indicated,TN: 268 Top: Verb:indicated,TN: 269 Top: Verb:indicated,TN: 269 Top: Verb:indicated,TN: 269 Top: Verb:indicated,TN: 269 Top: Verb:indicated
319,TN: 274 Top: Verb:learnt,TN: 272 Top: Verb:learnt,TN: 269 Top: Verb:learnt,TN: 270 Top: Verb:learnt,TN: 270 Top: Verb:learnt,TN: 270 Top: Verb:learnt,TN: 270 Top: Verb:learnt
320,TN: 275 Top: Verb:supposed,TN: 273 Top: Verb:supposed,TN: 270 Top: Verb:supposed,TN: 271 Top: Verb:supposed,TN: 271 Top: Verb:supposed,TN: 271 Top: Verb:supposed,TN: 271 Top: Verb:supposed
321,TN: 276 Top: Verb:died,TN: 274 Top: Verb:died,TN: 271 Top: Verb:died,TN: 272 Top: Verb:died,TN: 272 Top: Verb:died,TN: 272 Top: Verb:died,TN: 272 Top: Verb:died
322,TN: 277 Top: Verb:leaving,TN: 275 Top: Verb:leaving,TN: 272 Top: Verb:leaving,TN: 273 Top: Verb:leaving,TN: 273 Top: Verb:leaving,TN: 273 Top: Verb:leaving,TN: 273 Top: Verb:leaving
323,TN: 278 Top: Verb:transferred,TN: 276 Top: Verb:transferred,TN: 273 Top: Verb:transferred,TN: 274 Top: Verb:transferred,TN: 274 Top: Verb:transferred,TN: 274 Top: Verb:transferred,TN: 274 Top: Verb:transferred
324,TN: 279 Top: Verb:remained,TN: 277 Top: Verb:remained,TN: 274 Top: Verb:remained,TN: 275 Top: Verb:remained,TN: 275 Top: Verb:remained,TN: 275 Top: Verb:remained,TN: 275 Top: Verb:remained
325,TN: 280 Top: Verb:be,TN: 278 Top: Verb:be,TN: 275 Top: Verb:be,TN: 276 Top: Verb:be,TN: 276 Top: Verb:be,TN: 276 Top: Verb:be,TN: 276 Top: Verb:be
326,TN: 281 Top: Verb:agree,TN: 279 Top: Verb:agree,TN: 276 Top: Verb:agree,TN: 277 Top: Verb:agree,TN: 277 Top: Verb:agree,TN: 277 Top: Verb:agree,TN: 277 Top: Verb:agree
327,TN: 282 Top: Verb:you,TN: 280 Top: Verb:you,TN: 277 Top: Verb:you,TN: 278 Top: Verb:you,TN: 278 Top: Verb:you,TN: 278 Top: Verb:you,TN: 278 Top: Verb:you
328,TN: 283 Top: Verb:be,TN: 281 Top: Verb:be,TN: 278 Top: Verb:be,TN: 279 Top: Verb:be,TN: 279 Top: Verb:be,TN: 279 Top: Verb:be,TN: 279 Top: Verb:be
329,TN: 284 Top: Verb:be,TN: 282 Top: Verb:be,TN: 279 Top: Verb:be,TN: 280 Top: Verb:be,TN: 280 Top: Verb:be,TN: 280 Top: Verb:be,TN: 280 Top: Verb:be
330,TN: 285 Top: Verb:there,TN: 283 Top: Verb:there,TN: 280 Top: Verb:there,TN: 281 Top: Verb:there,TN: 281 Top: Verb:there,TN: 281 Top: Verb:there,TN: 281 Top: Verb:there
331,TN: 286 Top: Verb:visit,TN: 284 Top: Verb:visit,TN: 281 Top: Verb:visit,TN: 282 Top: Verb:visit,TN: 282 Top: Verb:visit,TN: 282 Top: Verb:visit,TN: 282 Top: Verb:visit
332,TN: 287 Top: Verb:according,TN: 285 Top: Verb:according,TN: 282 Top: Verb:according,TN: 283 Top: Verb:according,TN: 283 Top: Verb:according,TN: 283 Top: Verb:according,TN: 283 Top: Verb:according
333,TN: 288 Top: Verb:indicated,TN: 286 Top: Verb:indicated,TN: 283 Top: Verb:indicated,TN: 284 Top: Verb:indicated,TN: 284 Top: Verb:indicated,TN: 284 Top: Verb:indicated,TN: 284 Top: Verb:indicated
334,FN: 39 Top: Verb:apply,FN: 34 Top: Verb:apply,FN: 30 Top: Verb:apply,FN: 31 Top: Verb:apply,FN: 31 Top: Verb:apply,FN: 28 Top: Verb:apply,FN: 27 Top: Verb:apply
335,TN: 289 Top: Verb:enable,TN: 287 Top: Verb:enable,TN: 284 Top: Verb:enable,TN: 285 Top: Verb:enable,TN: 285 Top: Verb:enable,TN: 285 Top: Verb:enable,TN: 285 Top: Verb:enable
336,TN: 290 Top: Verb:arranged,TN: 288 Top: Verb:arranged,TN: 285 Top: Verb:arranged,TN: 286 Top: Verb:arranged,TN: 286 Top: Verb:arranged,TN: 286 Top: Verb:arranged,TN: 286 Top: Verb:arranged
337,FN: 40 Top: Verb:indicating,FN: 35 Top: Verb:indicating,FN: 31 Top: Verb:indicating,FN: 32 Top: Verb:indicating,FN: 32 Top: Verb:indicating,FN: 29 Top: Verb:indicating,FN: 28 Top: Verb:indicating
338,TN: 291 Top: Verb:be,TN: 289 Top: Verb:be,TN: 286 Top: Verb:be,TN: 287 Top: Verb:be,TN: 287 Top: Verb:be,TN: 287 Top: Verb:be,TN: 287 Top: Verb:be
339,FP: 5 Top:X Verb:remitted,TN: 290 Top: Verb:remitted,TN: 287 Top: Verb:remitted,TN: 288 Top: Verb:remitted,TN: 288 Top: Verb:remitted,TN: 288 Top: Verb:remitted,TN: 288 Top: Verb:remitted
340,TN: 292 Top: Verb:send,TN: 291 Top: Verb:send,TN: 288 Top: Verb:send,TN: 289 Top: Verb:send,TN: 289 Top: Verb:send,TN: 289 Top: Verb:send,TN: 289 Top: Verb:send
341,TN: 293 Top: Verb:email,TN: 292 Top: Verb:email,TN: 289 Top: Verb:email,TN: 290 Top: Verb:email,TN: 290 Top: Verb:email,TN: 290 Top: Verb:email,TN: 290 Top: Verb:email
342,TN: 294 Top: Verb:bring,FP: 7 Top:X Verb:bring,FP: 10 Top:X Verb:bring,FP: 9 Top:X Verb:bring,FP: 9 Top:X Verb:bring,TN: 291 Top: Verb:bring,TN: 291 Top: Verb:bring
343,TN: 295 Top: Verb:is,TN: 293 Top: Verb:is,TN: 290 Top: Verb:is,TN: 291 Top: Verb:is,TN: 291 Top: Verb:is,TN: 292 Top: Verb:is,TN: 292 Top: Verb:is
344,TN: 296 Top: Verb:entertain,TN: 294 Top: Verb:entertain,TN: 291 Top: Verb:entertain,TN: 292 Top: Verb:entertain,TN: 292 Top: Verb:entertain,TN: 293 Top: Verb:entertain,TN: 293 Top: Verb:entertain
345,TN: 297 Top: Verb:required,TN: 295 Top: Verb:required,TN: 292 Top: Verb:required,TN: 293 Top: Verb:required,TN: 293 Top: Verb:required,TN: 294 Top: Verb:required,TN: 294 Top: Verb:required
346,TN: 298 Top: Verb:have,TN: 296 Top: Verb:have,TN: 293 Top: Verb:have,TN: 294 Top: Verb:have,TN: 294 Top: Verb:have,TN: 295 Top: Verb:have,TN: 295 Top: Verb:have
347,TN: 299 Top: Verb:been,TN: 297 Top: Verb:been,TN: 294 Top: Verb:been,TN: 295 Top: Verb:been,TN: 295 Top: Verb:been,TN: 296 Top: Verb:been,TN: 296 Top: Verb:been
348,TN: 300 Top: Verb:made,TN: 298 Top: Verb:made,TN: 295 Top: Verb:made,TN: 296 Top: Verb:made,TN: 296 Top: Verb:made,TN: 297 Top: Verb:made,TN: 297 Top: Verb:made
349,TN: 301 Top: Verb:entertain,TN: 299 Top: Verb:entertain,TN: 296 Top: Verb:entertain,TN: 297 Top: Verb:entertain,TN: 297 Top: Verb:entertain,TN: 298 Top: Verb:entertain,TN: 298 Top: Verb:entertain
350,TN: 302 Top: Verb:fail,TN: 300 Top: Verb:fail,TN: 297 Top: Verb:fail,TN: 298 Top: Verb:fail,TN: 298 Top: Verb:fail,TN: 299 Top: Verb:fail,TN: 299 Top: Verb:fail
351,TN: 303 Top: Verb:bring,FP: 8 Top:X Verb:bring,FP: 11 Top:X Verb:bring,FP: 10 Top:X Verb:bring,FP: 10 Top:X Verb:bring,TN: 300 Top: Verb:bring,TN: 300 Top: Verb:bring
352,TN: 304 Top: Verb:is,TN: 301 Top: Verb:is,TN: 298 Top: Verb:is,TN: 299 Top: Verb:is,TN: 299 Top: Verb:is,TN: 301 Top: Verb:is,TN: 301 Top: Verb:is
353,TN: 305 Top: Verb:required,TN: 302 Top: Verb:required,TN: 299 Top: Verb:required,TN: 300 Top: Verb:required,TN: 300 Top: Verb:required,TN: 302 Top: Verb:required,TN: 302 Top: Verb:required
354,TN: 306 Top: Verb:have,TN: 303 Top: Verb:have,TN: 300 Top: Verb:have,TN: 301 Top: Verb:have,TN: 301 Top: Verb:have,TN: 303 Top: Verb:have,TN: 303 Top: Verb:have
355,TN: 307 Top: Verb:been,TN: 304 Top: Verb:been,TN: 301 Top: Verb:been,TN: 302 Top: Verb:been,TN: 302 Top: Verb:been,TN: 304 Top: Verb:been,TN: 304 Top: Verb:been
356,TN: 308 Top: Verb:made,TN: 305 Top: Verb:made,TN: 302 Top: Verb:made,TN: 303 Top: Verb:made,TN: 303 Top: Verb:made,TN: 305 Top: Verb:made,TN: 305 Top: Verb:made
357,TN: 309 Top: Verb:please,TN: 306 Top: Verb:please,TN: 303 Top: Verb:please,TN: 304 Top: Verb:please,TN: 304 Top: Verb:please,TN: 306 Top: Verb:please,TN: 306 Top: Verb:please
358,TN: 310 Top: Verb:treat,TN: 307 Top: Verb:treat,TN: 304 Top: Verb:treat,TN: 305 Top: Verb:treat,TN: 305 Top: Verb:treat,TN: 307 Top: Verb:treat,TN: 307 Top: Verb:treat
359,FN: 41 Top: Verb:contact,FN: 36 Top: Verb:contact,FN: 32 Top: Verb:contact,FN: 33 Top: Verb:contact,FN: 33 Top: Verb:contact,FN: 30 Top: Verb:contact,FN: 29 Top: Verb:contact
360,TN: 311 Top: Verb:receive,TN: 308 Top: Verb:receive,TN: 305 Top: Verb:receive,TN: 306 Top: Verb:receive,TN: 306 Top: Verb:receive,TN: 308 Top: Verb:receive,TN: 308 Top: Verb:receive
